"UserID","age","gender","school_year","education_type4","smoking_frequency","vaping_frequency","cannabis_days","online_gambling","drunk_lifetime","ever_used_laughing_gas","ever_used_other_drugs","breakfast_days","energy_drink_days","fruit_days","vegetable_days","water_days","sports_club","sports_leisure","gaming_frequency","friends_alcohol","friends_smoking","friends_cannabis","school_safety","school_theft","school_cannabis","school_drug_dealing","feels_happy","future_confidence_categories","handles_stress_well","has_mental_health_issues","often_lonely","recovers_quickly","tiktok_use","youtube_use","instagram_account1","instagram_account2","instagram_account3","tiktok_account1","tiktok_account2","tiktok_account3","youtube_account1","youtube_account2","youtube_account3","inf_category_content_creator___influencer","inf_category_brand___media_channel","inf_category_music_artist","inf_category_athlete___influencer","inf_theme_lifestyle___personal","inf_theme_comedy___entertainment","inf_theme_sports___football","inf_theme_fashion___beauty","inf_theme_music___performance","inf_theme_gaming","inf_theme_news___commentary","inf_theme_entertainment___stunts","inf_theme_fitness___health","inf_theme_business","inf_scope_other","inf_scope_netherlands","inf_scope_rotterdam_region"
1700714,"14 years old",2,2,"Havo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","5 days per week","Every day","Every day","4 to 6 days per week","1 day per week","(Almost) every day","None","None","None","Strongly agree","Never","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",0,3,NA,NA,NA,NA,NA,NA,"mrbeast",NA,NA,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0
1700737,"13 years old",2,2,"Vwo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","Every day","Every day","4 to 6 days per week","(Almost) never","(Almost) every day","None","None","None","Agree","Almost never","Almost never","Never","No, feels (very) unhappy or neutral (score 1, 2, or 3)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","Yes","(Almost) never / Sometimes","Yes",3,2,"Ajax","Jurriën Timber","Maartenvandenberg","Ajax",NA,NA,NA,NA,NA,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0
1700742,"13 years old",2,2,"Havo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","At least Once a Week","Every day","Every day","Every day","2 or 3 days per week","1 day per week","2 or 3 days per week","None","Some","None","Strongly agree","Never","Often","Often","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",3,3,NA,NA,NA,"HEMA","JUMBO","joe bartolozzi","waseem","mc creamy","kairos time",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700760,"15 years old",2,4,"Vmbo-gt","Smoked","Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","At least Once a Week","4 days per week","6 days per week","Every day","(Almost) never","Less than 1 day per week","Less than 1 day per week","Most","Most","None","Agree","I don't know","Never","I don't know","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",0,3,NA,NA,NA,NA,NA,NA,"sven en koen","ties",NA,100,0,0,0,16.6666666666667,25,0,16.6666666666667,0,0,0,25,16.6666666666667,0,50,50,0
1700765,"15 years old",2,4,"Vwo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","3 days per week","5 days per week","Every day","2 or 3 days per week","(Almost) never","4 or 5 days per week","Some","Some","None","Agree","Almost never","Often","I don't know","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",3,2,"433","Champions League","VVRockanje",NA,NA,NA,"Sidemen",NA,NA,25,50,0,0,0,12.5,37.5,0,0,0,12.5,12.5,0,0,50,25,0
1700766,"15 years old",2,4,"Vmbo-bk","Smoked","Vaped","Never Used Cannabis","Yes for money","Drunk","Never Used Laughing Gas","No","Not Every Day","At least Once a Week","5 days per week","6 days per week","Not Every Day","2 or 3 days per week","4 to 6 days per week","2 or 3 days per week","(Almost) all","(Almost) all","None","Strongly agree","Never","Almost never","Almost never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","Yes","(Almost) never / Sometimes","No / Neutral",2,2,NA,NA,NA,"glen fontein","mdemma",NA,"monster tube",NA,NA,33.3333333333333,33.3333333333333,0,0,11.1111111111111,27.7777777777778,0,11.1111111111111,0,0,0,16.6666666666667,0,0,0,33.3333333333333,33.3333333333333
1700778,"13 years old",2,2,"Vmbo-bk","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Not Every Day","(Almost) never","6 days per week","(Almost) never","Not Every Day","(Almost) never","(Almost) never","(Almost) every day","None","None","None","Agree","Never","Never","I don't know","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",0,3,NA,NA,NA,NA,NA,NA,"wolfxgaming",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700784,"16 years old",2,4,"Vmbo-gt","Smoked","Vaped","Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Not Every Day","At least Once a Week","4 days per week","5 days per week","Every day","1 day per week","2 or 3 days per week","(Almost) every day","Some","Some","Some","Agree","Never","Never","Never","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",3,2,"433","433nl",NA,"Games",NA,NA,NA,NA,NA,33.3333333333333,33.3333333333333,0,0,0,16.6666666666667,16.6666666666667,0,0,16.6666666666667,16.6666666666667,0,0,0,0,66.6666666666667,0
1700797,"14 years old",2,4,"Vwo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","Every day","Every day","1 day per week","1 day per week","(Almost) every day","None","None","None","Strongly agree","Never","Never","Never","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",0,3,NA,NA,NA,NA,NA,NA,"MrBeast","MrBeastGaming","MrBeast Philantrophy",33.3333333333333,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,33.3333333333333,0,0
1700819,"15 years old",2,4,"Vmbo-gt","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","4 days per week","6 days per week","Every day","4 to 6 days per week","2 or 3 days per week","4 or 5 days per week","(Almost) all","None","None","Neither agree nor disagree","I don't know","I don't know","I don't know","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",3,3,"ry4n_jk",NA,NA,"ry4n_jk","flipboyz1",NA,"RyanJeremy","Verty YT",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700822,"13 years old",2,2,"Vwo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","Every day","Every day","4 to 6 days per week","Every day","(Almost) every day","None","None","None","Agree","Almost never","Almost never","Almost never","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",0,3,NA,NA,NA,NA,NA,NA,"skipthetutorial","OJ","Choctopus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700828,"15 years old",2,4,"Vmbo-gt","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","Every day","Every day","Every day","Every day","2 or 3 days per week","Some","None","None","Agree","Sometimes","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,3,"Enzo knol","Jade Anna","Katie sigmond",NA,NA,NA,NA,NA,NA,100,0,0,0,44.4444444444444,0,0,27.7777777777778,0,16.6666666666667,0,0,11.1111111111111,0,33.3333333333333,66.6666666666667,0
1700829,"15 years old",2,4,"Havo","Never Smoked","Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","5 days per week","Every day","4 to 6 days per week","2 or 3 days per week","4 or 5 days per week","Some","Some","Some","Agree","Almost never","Often","Sometimes","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,3,"Hockeynl",NA,NA,"Hockeynl",NA,NA,"2990sport","Hockeynl","HCRjo16-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700830,"14 years old",2,2,"Havo","Smoked","Vaped","Used Cannabis","No","Drunk","Never Used Laughing Gas","No","Not Every Day","At least Once a Week","2 days per week","4 days per week","Every day","2 or 3 days per week","2 or 3 days per week","4 or 5 days per week","Some","Most","Some","Agree","Never","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,3,"Mezelf.","Mijn vriendin.","Monstertube.","Mijzelf.","Mijn vriendin.","Monstertube.","Tari Gain.","Monstertube.","Hay Flash.",0,11.1111111111111,0,0,0,5.55555555555556,0,0,0,0,0,5.55555555555556,0,0,0,11.1111111111111,0
1700834,"16 years old",2,4,"Havo","Never Smoked","Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Not Every Day","(Almost) never","5 days per week","5 days per week","Not Every Day","(Almost) never","(Almost) never","(Almost) every day","Some","Some","Some","Agree","Almost never","Never","Often","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","No, finds it difficult / neutral","Yes","Often / (Almost) always","Yes",3,3,"rickbroers","XQC","Daniel lippens",NA,NA,NA,"rick broers","serpentgameplay","rickbroers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700839,"13 years old",2,2,"Vmbo-gt","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","2 days per week","4 days per week","Every day","2 or 3 days per week","4 to 6 days per week","2 or 3 days per week","Some","None","None","Neither agree nor disagree","I don't know","Often","I don't know","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",3,3,"feyenoord","fabrizioromanio","feyenoordpublic",NA,NA,NA,"bankzitters","fcroellie","matthy",50,16.6666666666667,0,0,0,16.6666666666667,16.6666666666667,0,0,33.3333333333333,0,0,0,0,0,33.3333333333333,33.3333333333333
1700840,"13 years old",2,2,"Vwo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","6 days per week","Every day","Every day","2 or 3 days per week","2 or 3 days per week","2 or 3 days per week","None","None","None","Agree","Sometimes","Almost never","I don't know","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",0,3,NA,NA,NA,NA,NA,NA,"wirtual",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700847,"13 years old",2,2,"Vwo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","Every day","Every day","1 day per week","Every day","4 or 5 days per week","None","None","None","Disagree","Never","I don't know","I don't know","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",0,3,NA,NA,NA,NA,NA,NA,"joel beukers","don","andere sportaccounts",66.6666666666667,0,0,0,33.3333333333333,16.6666666666667,0,0,0,0,0,16.6666666666667,0,0,0,66.6666666666667,0
1700855,"14 years old",2,2,"Vmbo-bk","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","Every day","Not Every Day","2 or 3 days per week","4 to 6 days per week","2 or 3 days per week","Some","None","None","Agree","Never","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",3,3,"Enzoknol","Divaio","Milanknol","Enzo knol","Mike","Divaio","Enzoknol","Stefan de vries","Divaio",55.5555555555556,0,0,0,14.8148148148148,31.4814814814815,0,0,0,9.25925925925926,0,0,0,0,22.2222222222222,22.2222222222222,11.1111111111111
1700856,"13 years old",2,2,NA,"Never Smoked","Vaped","Never Used Cannabis","Yes but not for money","Drunk","Never Used Laughing Gas","No","Not Every Day","(Almost) never",NA,"3 days per week","Every day","2 or 3 days per week","(Almost) never","(Almost) every day","Some","None","None","Agree","Never","Almost never","Never","Yes (score 4 or 5)","Little to no trust in their own future (score 5 or lower)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",3,2,NA,NA,NA,"omareloff","fe4rlesss","shameless",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700879,"13 years old",2,2,"Vmbo-bk","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Not Every Day","(Almost) never","2 days per week","2 days per week","Not Every Day","(Almost) never","(Almost) never","(Almost) every day","Some","None","None","Agree","Sometimes","Sometimes","Never","No, feels (very) unhappy or neutral (score 1, 2, or 3)","Little to no trust in their own future (score 5 or lower)","No, finds it difficult / neutral","Yes","Often / (Almost) always","No / Neutral",0,3,NA,NA,NA,NA,NA,NA,"Coryxkenshin","BucketHatSplash","FadeUnchanged",33.3333333333333,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,33.3333333333333,0,0
1700883,"14 years old",2,4,"Havo","Never Smoked","Never Vaped","Never Used Cannabis","Yes but not for money","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","5 days per week","4 days per week","Every day","2 or 3 days per week","1 day per week","2 or 3 days per week","None","None","None","Strongly agree","Almost never","Sometimes","Never","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,2,NA,NA,NA,"hoop.angel",NA,NA,"markiplier",NA,NA,100,0,0,0,0,50,0,0,0,50,0,0,0,0,100,0,0
1700892,"13 years old",2,2,"Vwo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Unknown","(Almost) never","2 days per week","Every day","Every day","2 or 3 days per week","2 or 3 days per week","2 or 3 days per week","None","None","None","Agree","Sometimes","Often","I don't know","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",3,1,NA,NA,NA,"Real Madrid","Apson","Richarlison",NA,NA,NA,33.3333333333333,33.3333333333333,0,0,0,33.3333333333333,33.3333333333333,0,0,0,0,0,0,0,33.3333333333333,0,33.3333333333333
1700894,"13 years old",2,2,"Vmbo-gt","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Not Every Day","(Almost) never","4 days per week","5 days per week","Not Every Day","2 or 3 days per week","Every day","4 or 5 days per week","None","None","None","Agree","I don't know","Never","I don't know","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","No / Neutral",3,3,NA,NA,NA,"feyenoord","gino rosenval","espn","feyenoord","espn","bankzitters",16.6666666666667,33.3333333333333,0,0,0,8.33333333333333,25,0,0,8.33333333333333,8.33333333333333,0,0,0,0,16.6666666666667,33.3333333333333
1700897,"13 years old",2,2,"Vwo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","6 days per week","Every day","2 or 3 days per week","2 or 3 days per week","(Almost) every day","None","None","None",NA,"Never","Sometimes","I don't know","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","No, finds it difficult / neutral","Yes","Often / (Almost) always","No / Neutral",0,3,NA,NA,NA,NA,NA,NA,"daily dose of internet"," Kurzgesagt – In a Nutshell","Silo entertainment",0,33.3333333333333,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,33.3333333333333,0,0
1700906,"13 years old",2,2,"Havo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","3 days per week","Every day","Every day","2 or 3 days per week","Less than 1 day per week","4 or 5 days per week","None","None","None","Strongly agree","Almost never","I don't know","I don't know","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","No, finds it difficult / neutral","Yes","(Almost) never / Sometimes","Yes",3,3,NA,NA,NA,"paraduze",NA,NA,NA,NA,NA,100,0,0,0,0,50,0,0,0,50,0,0,0,0,0,100,0
1700914,"14 years old",2,4,"Vmbo-bk","Smoked","Vaped","Never Used Cannabis","No","Never Drunk","Used Laughing Gas","No","Every Day","At least Once a Week","3 days per week","4 days per week","Every day","2 or 3 days per week","4 to 6 days per week","(Almost) never","Some","Some","Some","Agree","Sometimes","Never","Sometimes","No, feels (very) unhappy or neutral (score 1, 2, or 3)","Little to no trust in their own future (score 5 or lower)","No, finds it difficult / neutral","Yes","(Almost) never / Sometimes","No / Neutral",3,2,NA,NA,NA,"Kay flock","Dusty locane","Bleuface bleedem","Lyrical lemonade","Mpg music","Shennumbanine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700923,"13 years old",2,2,"Havo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Not Every Day","(Almost) never","Every day","Every day","Every day","4 to 6 days per week","Every day","(Almost) every day","None","Some","None","Agree","I don't know","I don't know","I don't know","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",2,2,"feyenoord","ac milaan","cristiano ronaldo","feyenoord","ac milaan","espn","espn","ziggo sport","bankzitters",11.1111111111111,33.3333333333333,0,0,0,5.55555555555556,27.7777777777778,0,0,5.55555555555556,5.55555555555556,0,0,0,0,22.2222222222222,22.2222222222222
1700937,"13 years old",2,2,NA,"Never Smoked","Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","At least Once a Week","1 day per week","4 days per week","Not Every Day","2 or 3 days per week","Less than 1 day per week","(Almost) every day","None","None","None","Agree","Never","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)",NA,"No","(Almost) never / Sometimes","Yes",3,2,NA,NA,NA,NA,NA,NA,"qucee","chatmo","mr beast",100,0,0,0,16.6666666666667,50,0,0,0,0,0,33.3333333333333,0,0,33.3333333333333,33.3333333333333,33.3333333333333
1700942,"13 years old",2,2,"Vmbo-gt","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","Every day","Every day","4 to 6 days per week","4 to 6 days per week","(Almost) never","None","None","None","Agree","Never","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",2,3,"alksander","pandev",NA,"anna","felix","achemd","patr","nooi","geen",12.5,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,12.5,0
1700980,"13 years old",2,2,"Havo","Never Smoked","Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","Every day","Every day","2 or 3 days per week","4 to 6 days per week","(Almost) never","Some","None","None","Strongly agree","Never","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",0,3,"Ogblake.","Roman Dellapena.","Spannet.",NA,NA,NA,"Spanner.","Roman Dellapena.","Ogblake.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700981,"15 years old",2,4,"Vmbo-gt","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","3 days per week","Every day","Every day","2 or 3 days per week","2 or 3 days per week","(Almost) never","None","None","None","Agree","Never","Never","Never","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,0,"Enzo Knol","Dustin Williams","Don de Jong","Enzo Knol","Papnicws","Don de Jong",NA,NA,NA,33.3333333333333,0,0,0,16.6666666666667,8.33333333333333,0,0,0,8.33333333333333,0,0,0,0,0,33.3333333333333,0
1700990,"13 years old",2,2,"Vmbo-bk","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","At least Once a Week","Every day","5 days per week","Every day","4 to 6 days per week","Every day","4 or 5 days per week","None","None","None","Agree","Never","Sometimes","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",3,3,"feyenoord","eredivisie","united","wagwan yuri","damian","stef","feyenoord","liverpool","voetbal",11.1111111111111,33.3333333333333,0,0,0,11.1111111111111,33.3333333333333,0,0,0,0,0,0,0,11.1111111111111,22.2222222222222,11.1111111111111
1701006,"13 years old",2,2,"Vwo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","(Almost) never","4 days per week","Every day","(Almost) never","Less than 1 day per week","(Almost) every day","None","None","None","Neither agree nor disagree","Sometimes","Often","I don't know","No, feels (very) unhappy or neutral (score 1, 2, or 3)","Little to no trust in their own future (score 5 or lower)","No, finds it difficult / neutral","Yes","(Almost) never / Sometimes","Yes",0,3,NA,NA,NA,NA,NA,NA,"Mr.Beast","GreimerGaming","PawsBuild",33.3333333333333,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,33.3333333333333,0,0
1701011,"16 years old",2,4,"Havo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","6 days per week","Every day","2 or 3 days per week","2 or 3 days per week","2 or 3 days per week","Most","None","None","Strongly agree","I don't know","I don't know","I don't know","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,3,"Fishanator","Royalistiq","Joran bawz","Fishanator","Royalistiq","Brunzyn","Royalistiq","Koetlife","Rapper sjors",11.1111111111111,0,0,0,0,5.55555555555556,0,0,0,5.55555555555556,0,0,0,0,0,11.1111111111111,0
1701016,"16 years old",2,4,"Vmbo-gt","Smoked","Vaped","Never Used Cannabis","No","Drunk","Never Used Laughing Gas","No","Not Every Day","At least Once a Week","(Almost) never","(Almost) never","Every day","4 to 6 days per week","2 or 3 days per week","1 day per week","Some","Some","Some",NA,"Never","Never","Never","No, feels (very) unhappy or neutral (score 1, 2, or 3)","Moderate/fair trust in their own future (score 6 or 7)","No, finds it difficult / neutral","Yes","Often / (Almost) always","No / Neutral",3,1,"chestmocro","lies_zhara","MDEMMA","jade anna","datenedommeblondje","melody.alysia",NA,NA,NA,66.6666666666667,0,0,0,26.3888888888889,18.0555555555556,0,18.0555555555556,0,0,0,0,4.16666666666667,0,0,33.3333333333333,33.3333333333333
1701019,"14 years old",2,2,"Vmbo-gt","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","Every day","Every day","2 or 3 days per week","2 or 3 days per week","2 or 3 days per week","None","None","None","Agree","Sometimes","Sometimes","Almost never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",2,2,"dumpert","feyenoord","gimenez",NA,NA,NA,"bankzitters","rob","matthy",50,33.3333333333333,0,0,0,50,16.6666666666667,0,0,16.6666666666667,0,0,0,0,16.6666666666667,33.3333333333333,33.3333333333333
1701023,"15 years old",2,4,"Vmbo-bk","Never Smoked","Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Not Every Day","(Almost) never","2 days per week","4 days per week","Not Every Day","2 or 3 days per week","(Almost) never","(Almost) every day","None","None","None","Agree","Never","Sometimes","Never","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","No / Neutral",3,2,"weet niet wat de namen",NA,NA,"..",".",".","kai","beta","mrb",57.1428571428571,0,0,0,7.14285714285714,21.4285714285714,0,7.14285714285714,0,7.14285714285714,0,14.2857142857143,0,0,42.8571428571429,14.2857142857143,0
1701031,"13 years old",2,2,"Vwo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","5 days per week","Every day","Not Every Day","2 or 3 days per week","1 day per week","(Almost) every day","None","None","None","Agree","Almost never","I don't know","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,0,NA,NA,NA,"Bram","Tim","Kaya",NA,NA,NA,66.6666666666667,0,0,0,0,66.6666666666667,0,0,0,0,0,0,0,0,33.3333333333333,33.3333333333333,0
1701040,"13 years old",2,2,"Vmbo-gt","Never Smoked","Vaped","Never Used Cannabis","Yes but not for money","Never Drunk","Never Used Laughing Gas","No","Not Every Day","At least Once a Week","Every day","3 days per week","Every day","2 or 3 days per week","2 or 3 days per week","1 day per week","Some","Some","Some","Agree","Almost never","Never","Never","No, feels (very) unhappy or neutral (score 1, 2, or 3)","Moderate/fair trust in their own future (score 6 or 7)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","No / Neutral",3,1,"rapnieuwstv","cestmocro","rap","izzle","illiasvietto17","charbonn",NA,NA,NA,33.3333333333333,33.3333333333333,0,0,0,33.3333333333333,8.33333333333333,0,8.33333333333333,0,16.6666666666667,0,0,0,0,66.6666666666667,0
1701048,"13 years old",2,2,"Vmbo-gt","Never Smoked","Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","5 days per week","6 days per week","Every day","2 or 3 days per week","1 day per week","(Almost) every day","None","None","None","Agree","Never","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",0,2,"433","433NL",NA,NA,NA,NA,"Robbie",NA,NA,0,33.3333333333333,0,0,0,0,16.6666666666667,0,0,0,16.6666666666667,0,0,0,0,33.3333333333333,0
1701053,"15 years old",2,4,"Vmbo-bk","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","5 days per week","3 days per week","Every day","(Almost) never","4 to 6 days per week","(Almost) every day","None","None","None","Strongly agree","I don't know","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,3,NA,NA,NA,"ronaldo","messi","mbappe","enzoknol","harm","milanknol",50,0,0,16.6666666666667,22.2222222222222,13.8888888888889,8.33333333333333,0,0,13.8888888888889,0,8.33333333333333,0,0,33.3333333333333,33.3333333333333,0
